,Model,Testing Location,NO2 MAE,NO2 CvMAE,NO2 MBE,NO2 MSE,NO2 R^2,NO2 crMSE,NO2 rMSE
0,"(2, 'donovan', 15)","(2, 'donovan', 15)",1.4449732700474645,0.13568763048628868,-0.006175368473644624,8.184178993754683,0.9388295639795851,2.8607937462492643,2.8608004113804735
1,"(2, 'donovan', 18)","(2, 'donovan', 18)",1.3789774904214558,0.13144210358129235,-0.0510177203065133,7.539559928160919,0.9444761903330344,2.7453519119369103,2.7458259100243265
2,"(2, 'donovan', 20)","(2, 'donovan', 20)",1.451794540229885,0.13776032175236885,-0.005017720306513311,8.229631627394639,0.938842741725384,2.868729065261752,2.8687334535286886
3,"(2, 'elcajon', 17)","(2, 'elcajon', 17)",0.7933333333333334,0.07053284465745703,-0.04180936392464081,1.6520066584592428,0.9753231255814698,1.2846239276720093,1.285304111274543
4,"(2, 'elcajon', 19)","(2, 'elcajon', 19)",0.867539466318343,0.07713093105050102,-0.02762455682030223,1.9783502175779064,0.9706160427377832,1.4062670804076969,1.406538381125061
5,"(2, 'elcajon', 21)","(2, 'elcajon', 21)",0.8907336814621409,0.07832905289052891,-0.02545729205520315,2.173458696754942,0.9678676600324684,1.4740456651800713,1.4742654770274388
6,"(2, 'shafter', 11)","(2, 'shafter', 11)",0.8717573371004769,0.06430913906007991,-0.062166095708988026,2.407225635973865,0.9717894573728436,1.5502777210932777,1.5515236498274416
7,"(2, 'shafter', 12)","(2, 'shafter', 12)",0.8960946229286437,0.06675825076999628,0.0017724721001015774,3.3532848088197493,0.9607261666442308,1.8311967854827629,1.8311976432978907
8,"(2, 'shafter', 13)","(2, 'shafter', 13)",0.9007427114471602,0.06673385139492317,-0.03001213293476321,3.1022292805415854,0.9643792410625676,1.761058929286096,1.761314645525207
9,"(3, 'donovan', 11)","(3, 'donovan', 11)",1.3729176035730788,0.1141168774642839,0.003740027722162493,10.77204099368551,0.915369910783322,3.282076630104505,3.282078761042384
10,"(3, 'donovan', 12)","(3, 'donovan', 12)",1.3877797628215,0.11547417455323675,0.009003850300323607,14.542092667796087,0.8842156814474079,3.8133989561119686,3.813409585632796
11,"(3, 'donovan', 13)","(3, 'donovan', 13)",1.4625597065847833,0.1227894103662117,0.031577789150460785,20.89068252780621,0.8444104995029362,4.570523533583278,4.570632617899432
12,"(3, 'elcajon', 15)","(3, 'elcajon', 15)",0.9738043359446166,0.061008303420095986,-0.025375113864091508,2.266612938604482,0.9780303243014162,1.5053136026093918,1.5055274619230568
13,"(3, 'elcajon', 18)","(3, 'elcajon', 18)",1.018971985815603,0.06383997245117863,-0.019618794326240804,2.6259413035460994,0.9745238684163422,1.6203568762637706,1.6204756411455556
14,"(3, 'elcajon', 20)","(3, 'elcajon', 20)",0.9708076241134752,0.06090833750486677,-0.035954432624113165,2.439613913120568,0.9763030427959288,1.5615124693370994,1.5619263468936584
15,"(3, 'shafter', 17)","(3, 'shafter', 17)",1.0660579949498397,0.0778817635110678,-0.055072258240633165,3.4201040797625057,0.9570031866876322,1.8485321544768387,1.8493523406215768
16,"(3, 'shafter', 19)","(3, 'shafter', 19)",1.0608667325227965,0.07566014244325626,-0.03803548632218842,4.064034151115502,0.950026096821647,2.0155861313513093,2.0159449772043634
17,"(3, 'shafter', 21)","(3, 'shafter', 21)",1.062938388043404,0.077653858004533,-0.06994653654541715,3.6155731031652234,0.9545457921430248,1.9001790929253284,1.9014660404974952
18,"(4, 'donovan', 17)","(4, 'donovan', 17)",3.5163274853801165,0.4382594752186589,0.3924444444444447,25.71182877192982,0.620248898577751,5.055473877882717,5.070683264800693
19,"(4, 'donovan', 19)","(4, 'donovan', 19)",3.1067368421052635,0.3759745222929936,-0.22916959064327466,20.196847298245615,0.6826600402746881,4.4882433754164905,4.494090263695826
20,"(4, 'donovan', 21)","(4, 'donovan', 21)",2.9655204678362566,0.3696093294460641,0.12996491228070206,19.945804350877193,0.7054102515155404,4.464181164833375,4.466072586834789
21,"(4, 'elcajon', 11)","(4, 'elcajon', 11)",1.0344236409941159,0.05352258093831648,-0.0302624044963551,4.07399190550628,0.9599356686720332,2.0181863373782853,2.018413214757147
22,"(4, 'elcajon', 12)","(4, 'elcajon', 12)",1.1425472907701766,0.059117055549244575,-0.022252568718713943,4.288832281373497,0.9578228917689336,2.070830052070646,2.07094960860314
23,"(4, 'elcajon', 13)","(4, 'elcajon', 13)",1.0513387212643677,0.054248312227489034,-0.020708692528735258,4.861044107758621,0.9531730678527016,2.2046803073943333,2.204777564236044
24,"(4, 'shafter', 15)","(4, 'shafter', 15)",1.2173990911520984,0.09752080803927993,-0.022988698209034958,5.2729247226859135,0.925087728287658,2.2961699071367883,2.296284982898663
25,"(4, 'shafter', 18)","(4, 'shafter', 18)",1.1037174950505368,0.08907935239798016,-0.039057997290819914,4.6505025116098775,0.9346330290471946,2.156148646187806,2.1565023792265747
26,"(4, 'shafter', 20)","(4, 'shafter', 20)",1.0712011463109627,0.08630225804420373,-0.05131921634014151,4.516554923968321,0.9366037276103908,2.1245990826512546,2.125218794375845
